filename,title,category,document_id,status,error
KB-20260324-0007.md,一网通办国家助学金评审操作流程,奖助贷补,0a18e52e-c426-46d9-ba46-2533b70d7325,ok,
KB-20260324-0008.md,校内勤工助学岗位申报与管理流程,奖助贷补,fb069471-4d47-41a5-aad5-78f21864ce09,ok,
KB-20260324-0009.md,2025级新生心理健康测评组织要求,心理与测评,844cfb8d-81dd-4972-abf3-ed551d328d1b,ok,
KB-20260324-0010.md,学生端心理测评登录与提交流程,心理与测评,602f133f-5f96-4231-bcd6-4c0aba79af4c,ok,
KB-20260324-0011.md,心理测评平台高频问题处理规则,心理与测评,0e141e79-257f-4cbd-96c6-07b73bb7467e,ok,
KB-20260324-0012.md,校园卡实体卡挂失与补卡流程,证件与校园服务,833e9cca-532b-45e3-aea3-cfc922a2cad2,ok,
KB-20260324-0013.md,第二课堂积分认定与学分转换规则,竞赛与第二课堂,73a2d15f-7ca1-434e-842d-5ad968c962c6,ok,
KB-20260324-0014.md,毕业生离校退宿办理规则,就业与毕业,98897666-fcf1-45e9-bd32-1113e6c49f81,ok,
KB-20260324-0015.md,毕业生档案信息核对与更正规则,就业与毕业,25de74fa-4cd2-468e-9f6b-207290d729cd,ok,
KB-20260324-0016.md,学生心理测评参与与异常处理规则,心理与测评,8d1e1184-3d2c-4f30-81b5-d2f30ad39725,ok,
KB-20260324-0017.md,校园卡挂失与补卡办理规则,证件与校园服务,c9f44876-96d7-4313-9e1d-aba4bf55bf61,ok,
KB-20260324-0018.md,第二课堂成绩单认定与查询规则,竞赛与第二课堂,670fc954-8662-40f9-8b7e-0f9eb6f3bb83,ok,
KB-20260324-0019.md,毕业证学位证代领委托规则,就业与毕业,e8ea6a62-c24b-4d1f-96be-041b4b20f8d4,ok,
KB-20260324-0020.md,毕业生应征入伍政策与报名流程,就业与毕业,589ef56f-65ce-4889-a5a4-fe5b46b11e94,ok,
KB-20260324-0021.md,助学金评审通知模板通用规则,奖助贷补,a033430c-0961-464b-b392-8393fc5f969a,ok,
KB-20260324-0022.md,一网通办助学金申请模板操作规则,奖助贷补,cc0dffb0-8076-4a58-8b33-25a4e181c347,ok,
KB-20260324-0023.md,2025级新生入学资格复查登记表填报与归档规则,入学与学籍,7ac74c99-8695-4c22-9e7c-a6208932ee26,ok,
KB-20260324-0024.md,国家助学金申请表填写与提交规则（2025-2026学年新生版）,奖助贷补,be5dfb85-b798-4405-a013-c3e18acc2030,ok,
KB-20260324-0025.md,本专科生国家助学金实施细则（2025-2026学年版）,奖助贷补,00b6546b-2757-484b-969f-a91b65c4cdd7,ok,
KB-20260324-0026.md,关于做好2025-2026学年本科生国家助学金评选工作的通知（新生版）,奖助贷补,f7e9e31a-1090-4777-b64e-4923f6b3e236,ok,
KB-20260324-0027.md,一网通办系统学生端申请操作说明（2025秋家庭经济困难认定版）,奖助贷补,d69a343c-e163-4b1d-ae2c-3e0414ac8a47,ok,
KB-20260324-0028.md,关于开展2025-2026学年家庭经济困难认定工作的通知（新生版）,奖助贷补,52699d61-c1a5-4c47-80fc-5d7bef8aeec8,ok,
KB-20260324-0029.md,一网通办系统学院/班级管理端操作说明（2025秋困难认定版）,奖助贷补,c5693cd3-2982-4ff4-94ce-ab80a4d2a452,ok,
KB-20260324-0030.md,毕业生登记表填写与提交规则,就业与毕业,3633956e-0306-4737-a720-9d391ca7b759,ok,
KB-20260324-0031.md,高校毕业生档案转递单功能操作说明,就业与毕业,9895617c-bdc2-4b28-bed0-e3333610cdd5,ok,
KB-20260324-0032.md,2025届困难群体毕业生就业帮扶政策说明,就业与毕业,654cf822-3d4e-4893-9b15-8c6c8e365eb4,ok,
KB-20260324-0033.md,"2025届毕业生就业""百日冲刺""行动通知说明",就业与毕业,db6c49dd-c71d-4547-828e-0e2f106cf11d,ok,
KB-20260324-0034.md,2025届毕业生就业政策宣传月活动通知说明,就业与毕业,312a4479-a41b-41f3-baea-68db8eed0245,ok,
KB-20260324-0035.md,智慧团建系统团支部转出操作说明（新生团关系转入）,就业与毕业,e8fb2de1-d79b-42e0-8004-b7a328bd76d9,ok,
KB-20260324-0036.md,免予执行《国家学生体质健康标准》申请表填报规则,事务申请与审批,742f20f1-ca91-44e6-a958-79b9a38ae9fc,ok,
KB-20260324-0037.md,HRU大赛期间外媒采访报备规则,事务申请与审批,d149f072-bd96-4651-8690-93f89884e77d,ok,
KB-20260324-0038.md,院级优秀学生评选通知说明,奖助贷补,7b07f6f7-4fd6-4faf-b199-775018602b49,ok,
KB-20260324-0039.md,体质健康测试承诺书填写与提交规则,事务申请与审批,483386cb-af73-429a-bb16-eca4d6e4d9b2,ok,
KB-20260324-0040.md,2025年外研社校级比赛报名与参赛说明,竞赛与第二课堂,31c6d055-df74-4316-9867-d33d11ae622d,ok,
KB-20260324-0041.md,"第十届全省""学宪法讲宪法""省级比赛选拔通知说明",竞赛与第二课堂,591a1534-4520-451f-9e7d-529bbf25d378,ok,
KB-20260324-0042.md,"""宪法卫士""2025年行动计划参与说明",竞赛与第二课堂,b411002b-f79d-4b20-8dd3-18112522dff7,ok,
KB-20260324-0043.md,大学生医保停保手续办理说明,证件与校园服务,793e9cba-7d55-46f0-bb02-1b4dd78e13c5,ok,
KB-20260324-0044.md,2026年元旦假期学生安全教育与离返校管理要求,事务申请与审批,0f104aa2-820f-4529-989d-6a7e2fb6be2b,ok,
KB-20260324-0045.md,医药管理学院新生家长见面会（家校交流会）活动流程说明,入学与学籍,b31ad251-4889-4c59-adfe-0bbde402dd7d,ok,
KB-20260324-0046.md,本专科生国家和省政府奖学金实施细则（省政府奖学金评审通知附件版）,奖助贷补,74a797eb-b0f4-4604-b6ea-9ecdd52de817,ok,
KB-20260324-0047.md,关于做好2024-2025学年本科生省政府奖学金评选工作的通知（模板版）,奖助贷补,f7cbcff7-b3f3-43bb-a805-06b7b70688de,ok,
KB-20260324-0048.md,本专科生国家和省政府奖学金实施细则（国家奖学金评审通知附件版）,奖助贷补,40b6306b-d05d-4628-a17f-7c18a48e7a80,ok,
KB-20260324-0049.md,关于做好2024-2025学年本科生国家奖学金评选工作的通知（模板版）,奖助贷补,c43186d6-a61c-442e-9f29-9b99ee67e301,ok,
KB-20260324-0050.md,2024-2025学年本科生国家励志奖学金和省政府励志奖学金评审说明,奖助贷补,14be965e-3016-4704-a706-f5fc0235809b,ok,
KB-20260324-0051.md,励志奖学金评审核心审核要点说明（模板版）,奖助贷补,6b8f2dad-fcb9-48b3-a401-e9362a083143,ok,
KB-20260324-0052.md,国家助学金申请表（模板版）,奖助贷补,fd7d53cb-a4c9-4b2d-8a5c-8c7e765322d2,ok,
KB-20260324-0053.md,本专科生国家助学金实施细则（模板版）,奖助贷补,f6dd752c-8193-47df-ad2b-97225f40b1dc,ok,
KB-20260324-0054.md,关于做好本科生国家助学金评选工作的通知（模板版）,奖助贷补,547a050c-e8e0-4d4f-8f10-1b5658dbecdb,ok,
KB-20260324-0055.md,一网通办系统学生端申请操作说明（助学金评审附件版）,奖助贷补,54a4aca3-6774-4d70-bf98-235eda035945,ok,
KB-20260324-0056.md,一网通办系统学生端申请操作说明（困难认定通知附件版）,奖助贷补,5495dee3-91dd-471c-9468-27ca77820e45,ok,
KB-20260324-0057.md,关于开展家庭经济困难认定工作的通知（模板版）,奖助贷补,2b03a330-2c90-4afd-921b-0a95389f1137,ok,
KB-20260324-0058.md,一网通办系统学院/班级管理端操作说明（困难认定模板版）,奖助贷补,f9f54ad0-ee8c-4bb8-84de-5f556ec35dcc,ok,
KB-20260324-0059.md,关于评选2024-2025学年校级综合奖学金的通知（模板版）,奖助贷补,2ee0bee2-1f2f-4a17-a8a7-b4f739cd58ee,ok,
KB-20260324-0060.md,医药管理学院2025-2026学年学生综合素质测评办法（暂行）说明,心理与测评,f48b9db5-5665-47ef-9273-fefd22ece791,ok,
KB-20260324-0101.md,新生入学资格审查和录取资格复查登记表,入学与学籍,d8538cc5-cb0a-4614-9141-635495862a75,ok,
KB-20260324-0102.md,2025级新生入学资格审查和录取资格复查资料汇总,入学与学籍,5b2a5a46-671d-4ab2-9cb0-7e53b1809588,ok,
KB-20260324-0105.md,医药管理学院学生综合素质测评办法,心理与测评,1089e4a0-52a5-4c4d-80dd-21400f688e5d,ok,
KB-20260324-0106.md,学生考试结束申请留校住宿家长知情同意书,证件与校园服务,4e938c03-e327-4b8c-8fde-ebc8ce711ca4,ok,
KB-20260324-0107.md,免予执行《国家学生体质健康标准》申请流程,事务申请与审批,195ed4d6-ffb0-4cb2-93f7-12b34d3d0473,ok,
KB-20260324-0108.md,HRU大赛媒体采访报备流程,事务申请与审批,5822441d-d9ba-45ca-b94f-56cf97b88c41,ok,
KB-20260324-0109.md,入团申请书撰写规范,事务申请与审批,f0ae1e87-9d47-444c-8190-1f24a16d1036,ok,
KB-20260324-0110.md,体质健康测试承诺书及注意事项,事务申请与审批,92c9c7dd-ebe6-4d6d-abfe-3b3bc47a42a2,ok,
KB-20260324-0111.md,2025外研社·国才杯英语能力大赛校赛通知,竞赛与第二课堂,fd65ddc0-8278-4997-b6c1-e39048064e85,ok,
KB-20260324-0112.md,第十届全省学生学宪法讲宪法活动省级比赛通知,竞赛与第二课堂,cbfec6b9-e74d-451e-a52e-1b722f498425,ok,
KB-20260324-0113.md,2025年宪法卫士行动计划参与指南,竞赛与第二课堂,703470d0-5c1f-46d6-bff8-b915fc309f73,ok,
KB-20260324-0114.md,居民医保停保办理流程,证件与校园服务,35e98a20-8a9f-4124-88d6-0dcc633946f9,ok,
KB-20260324-0115.md,2026元旦假期学生安全教育管理工作通知,事务申请与审批,60881e50-8251-486c-8903-517a37ba6321,ok,
KB-20260324-0116.md,大型活动审批报备流程,事务申请与审批,61d8c4c0-5885-4051-9773-bb58fe497904,ok,
KB-20260324-0117.md,入党申请书撰写说明,事务申请与审批,c08e38c7-6b1f-4566-a9a0-3e319fa0bb1b,ok,
KB-20260324-0118.md,中国大学生心理健康测评系统操作手册（辅导员版）,心理与测评,41478f66-e3bb-4d11-8bfd-aa42c866e727,ok,
KB-20260324-0119.md,重点关注学生台账模板,心理与测评,d53bf518-b58d-4b2e-b2b3-22bd7e708c7b,ok,
KB-20260324-0120.md,心理测评各环节注意事项,心理与测评,8617b1f7-0e38-433d-8861-9d533b6c3b64,ok,
KB-20260324-0121.md,学生心理测评登录入口指南,心理与测评,6cc9fe0a-ca18-426a-9b4f-94f60d579309,ok,
KB-20260324-0122.md,学生心理筛查后关注对象约谈提纲,心理与测评,22281eaa-c769-4a22-96d8-3e3a0a32c829,ok,
KB-20260324-0123.md,学生心理普查约谈记录表,心理与测评,81b3d47e-ae40-4fcd-a26c-f7e98ceec996,ok,
KB-20260324-0124.md,2024-2025学年国家助学金申请表,奖助贷补,eed193cf-3f31-4f76-876f-72f89cb4678f,ok,
KB-20260324-0125.md,本专科生国家助学金实施细则,奖助贷补,6b8588a4-d73a-42c6-91a9-565be154d55d,ok,
KB-20260324-0126.md,关于做好2025-2026学年本科生国家助学金评审工作的通知,奖助贷补,76fed23b-dfd4-47ce-9842-104b25de998c,ok,
KB-20260324-0127.md,山东省学生资助一网通办系统学生申请操作说明,奖助贷补,9d60f373-62e6-4f18-a5bf-c87a1785cc3b,ok,
KB-20260324-0128.md,关于开展2025-2026学年家庭经济困难学生认定工作的通知,奖助贷补,a064872f-a623-4b6d-b6b4-7dbea586994a,ok,
KB-20260324-0129.md,山东省学生资助一网通办系统学院、班级操作说明,奖助贷补,5f11f72f-d268-48f2-a325-a2624eeee4bb,ok,
KB-20260324-0130.md,医药管理学院2024-2025学年院级优秀评选通知,奖助贷补,947c865a-5868-4eb6-9ee3-2a3dd67f5d7c,ok,
KB-20260324-0136.md,团员组织关系介绍信参考模板,就业与毕业,b700f496-a71e-41e0-aa03-32eda921250b,ok,
KB-20260324-0137.md,在读或预毕业证明中英文模板（外合部）,就业与毕业,b1ef81b1-d096-4a4c-a139-e5e7c0c03ef9,ok,
KB-20260324-0138.md,校园卡补办流程,生活服务,3cd862e4-daf5-4f18-885c-c3faa5e1c388,ok,
KB-20260324-0139.md,学生证补办流程,生活服务,46b4f8a6-4e57-4b54-a703-3e6d45e588ee,ok,
KB-20260324-0140.md,学费住宿费缴费流程,生活服务,34511d52-57bd-4063-a774-0aadfca7ff89,ok,
KB-20260324-0141.md,银行卡使用说明,生活服务,6bab5e41-3695-4569-8528-32a72e81c1f0,ok,
KB-20260324-0142.md,心理咨询预约方式,生活服务,43dfe256-5ce0-462d-ba49-7632b7a3f499,ok,
KB-20260324-0143.md,图书馆座位预约规则,生活服务,248828bf-34d3-4c1e-9e1d-ee393cf73c5b,ok,
KB-20260324-0144.md,图书借阅规则,生活服务,f5180bd0-be38-4d57-a126-c37f36404daf,ok,
KB-20260324-0145.md,勤工助学岗位申请指南,生活服务,ffcae58e-113c-4ea7-878d-268ee8c4895d,ok,
KB-20260324-0146.md,家庭经济困难认定申请流程,生活服务,3c63001f-b60b-4d77-bf47-4b8b2b1a177f,ok,
KB-20260324-0147.md,基层就业毕业生学费补偿与助学贷款代偿,生活服务,1b54d068-e6a2-402c-8824-8c5dc5fa1f3f,ok,
KB-20260324-0148.md,学校各职能部门咨询电话,生活服务,cc66e5de-e717-417d-b90a-e6c4f1972495,ok,
KB-20260324-0149.md,心理测评参与方式,生活服务,3188f7dd-e770-463f-b163-4718615b2ee6,ok,
KB-20260409-0001.md,上课时间表,教务与课程,7817dc66-0214-4ebc-951b-77a69110643b,ok,
KB-20260409-0002.md,学期与周次说明,教务与课程,cbd6f997-493b-467d-b825-3668cbb2de19,ok,
KB-20260409-0003.md,济南校区学生服务电话汇总,证件与校园服务,4f82576a-6966-4114-8a60-4a77239a3b2d,ok,
KB-20260409-0004.md,泰安校区学生服务电话汇总,证件与校园服务,62f7468b-8fd0-4cec-9f1c-535191e8c8a7,ok,
KB-20260409-0005.md,教务处联系方式,教务与课程,12677a7a-954a-42ee-8b46-0d6727e4bc8d,ok,
KB-20260409-0006.md,校医院与医疗服务,生活服务,25140d5a-a0b1-48ba-8387-6cc68ec0cba5,ok,
KB-20260409-0007.md,通勤车服务说明,生活服务,17d7a49e-267d-4c2a-960c-336a1163e732,ok,
KB-20260409-0008.md,保卫处/校园安全电话,证件与校园服务,b11c5157-3737-48e2-9090-2d4beaf0194f,ok,
KB-20260409-0009.md,后勤服务联系方式,生活服务,1f0a696a-94de-437d-8957-5417e8faf67a,ok,
KB-20260409-0010.md,招生就业部联系方式,招生与深造,70b4214c-0a8b-43f5-94d1-eca63ca01b37,ok,
KB-20260409-0011.md,学生资助中心联系方式,奖助贷补,a5b7ea71-df5f-41ce-bacc-c37df920af4d,ok,
KB-20260409-0012.md,现代教育技术中心（网络信息中心）联系方式,信息化服务,d748774a-df70-4037-ad0d-6c7c0a5f828a,ok,
KB-20260409-0013.md,统一身份认证账号激活流程,信息化服务,ab2ccf8e-e263-4044-bf96-f91db2c3befa,ok,
KB-20260409-0014.md,信息门户密码重置方法,信息化服务,0d58e0e7-68ed-4aaa-beee-f685547ce590,ok,
KB-20260409-0015.md,信息门户登录与功能简介,信息化服务,77cdf29e-fcd2-4880-b489-c70efe9f9568,ok,
KB-20260409-0016.md,企业微信绑定与使用入门,信息化服务,d178e61a-ea13-472a-84db-ee890638ee8c,ok,
KB-20260409-0017.md,VPN 校外访问设置,信息化服务,40e24d17-3108-4f2c-8aa1-d8f7c718a9d4,ok,
KB-20260409-0018.md,统一消息平台使用说明,信息化服务,e5693ffd-1669-47fb-972d-9384fc258b11,ok,
KB-20260409-0019.md,泰安校区有线网络连接指南,信息化服务,1f86154f-2c3a-42d1-b8be-16b5d2c10f90,ok,
KB-20260409-0020.md,校园WiFi使用规范,信息化服务,e48b697d-4305-4b90-adbe-41bcfd2d8c7d,ok,
KB-20260409-0021.md,校园网常见问题与技术支持,信息化服务,d41e5571-026e-4476-9707-f7ccf581b346,ok,
KB-20260409-0022.md,校园一卡通功能与使用说明,证件与校园服务,7ac08bb3-c347-4d76-8484-6bd034bb85bf,ok,
KB-20260409-0023.md,一卡通充值方式,证件与校园服务,7e7a4463-7f41-4572-8913-2403e0c60c21,ok,
KB-20260409-0024.md,一卡通挂失与补办流程,证件与校园服务,0d51e44c-04a6-4feb-8777-fe884323372c,ok,
KB-20260409-0025.md,图书馆开馆时间（各馆）,图书馆,28484865-b4e5-4c20-8cc4-5c86d98622c7,ok,
KB-20260409-0026.md,图书借阅规则与续借,图书馆,18253ad9-e62d-487a-b2fe-dbd634c361a4,ok,
KB-20260409-0027.md,24小时自习室使用指南,图书馆,6675b3b6-ee21-4939-aa91-4d4c82d56503,ok,
KB-20260409-0028.md,图书馆电子资源与数据库使用,图书馆,627a1193-f792-4012-9def-8fef6c061fe8,ok,
KB-20260409-0029.md,图书馆座位预约与服务,图书馆,75dde5cd-d293-4dad-81f5-29852ca9c9fd,ok,
KB-20260409-0030.md,图书馆联系方式与服务导览,图书馆,c22a8450-ebcb-4118-adc5-2a492b78be91,ok,
KB-20260409-0031.md,网上报修操作指南,生活服务,22de4391-d940-401c-8071-6cb7e03d1845,ok,
KB-20260409-0032.md,企业微信主要功能一览,信息化服务,a7bad1e5-5d92-4748-a4bd-a67681edc2a2,ok,
KB-20260409-0033.md,缴费平台与缴费方式总览,生活服务,a41330f7-172b-43c7-90d0-25a15b8eac8b,ok,
KB-20260409-0034.md,人脸采集与证件照上传规范,证件与校园服务,ec960fbc-5ab5-493f-bab7-acac6b6edbae,ok,
KB-20260409-0035.md,对外交流与访学奖学金,招生与深造,3f9d86a7-ccf8-4fec-8888-d53e9c3a47e4,ok,
KB-20260409-0036.md,教务系统登录与功能总览,教务与课程,520b5d85-d76a-420c-ab34-a15faefd1ab2,ok,
KB-20260409-0037.md,教务系统常见问题,教务与课程,112e44a9-3d09-43f7-849c-dedd28161df8,ok,
KB-20260409-0038.md,选课操作流程,教务与课程,784098da-0949-4a4e-b222-a2531809fd4d,ok,
KB-20260409-0039.md,选课退课申请规则,教务与课程,2aa14c8c-66f8-4a24-8865-eed87e10af28,ok,
KB-20260409-0040.md,课程分类体系说明,教务与课程,b8b9c5fe-3f74-4eff-b02e-f5a1199aafa2,ok,
KB-20260409-0041.md,网络在线选修课选课指南,教务与课程,a3f2a7f8-1b13-4c76-816b-b9316800ac3b,ok,
KB-20260409-0042.md,成绩查询操作指南,教务与课程,3c3b71f3-ea5d-43cc-b821-1ac6d6116d87,ok,
KB-20260409-0043.md,绩点计算方法,教务与课程,c67e42f3-7270-45d3-8d62-83ccc0af125b,ok,
KB-20260409-0044.md,成绩审查与复议流程,教务与课程,3a7d9580-bf01-4565-b9cc-d9e9b4d796b5,ok,
KB-20260409-0045.md,考试安排查询,教务与课程,020a1ba8-0c6d-4110-aee2-fcc8d7d3b4b9,ok,
KB-20260409-0046.md,缓考申请流程,事务申请与审批,9c993e05-a01d-4cdf-9e7c-b26b364dc362,ok,
KB-20260409-0047.md,重修重考报名指南,教务与课程,8d97d331-6382-49b4-8a13-24f4f19a1252,ok,
KB-20260409-0048.md,免修免考申请条件,事务申请与审批,64112b9c-9886-447d-996b-b3d06a155a49,ok,
KB-20260409-0049.md,学分制管理说明,教务与课程,383ba8ec-ad52-400d-b9f5-47a0547e2d4a,ok,
KB-20260409-0050.md,学分互认申请流程,事务申请与审批,0dff2ae7-754e-42a3-a101-3cce0dd7675d,ok,
KB-20260409-0051.md,培养方案与教学计划说明,教务与课程,ead851a4-bf3a-4142-ba87-646f3c0d7b7d,ok,
KB-20260409-0052.md,个人教学计划查看与修改,事务申请与审批,8b9a8c5e-6b95-4638-9391-ddedb31cae45,ok,
KB-20260409-0053.md,空教室查询方法,教务与课程,8b500eb6-af16-4839-a18c-68da528ca99d,ok,
KB-20260409-0054.md,教学评价（评教）操作指南,教务与课程,8e99f2b9-6e15-4717-bb8f-47a4d384ba53,ok,
KB-20260409-0055.md,校历与学期时间安排,教务与课程,5d03f9cc-d524-4116-bb1d-e719eea490ed,ok,
KB-20260409-0056.md,国家奖学金/省政府奖学金评审流程,奖助贷补,e6c419ac-0d8e-4d23-a1d1-8e9eda9f3453,ok,
KB-20260409-0057.md,助学金申请时间线与材料清单,奖助贷补,70fa45ec-4390-4c04-964e-1f21d80d7066,ok,
KB-20260409-0058.md,宿舍入住与换宿流程,入学与学籍,242655a9-d519-455a-a1f8-eec8e3050fc3,ok,
KB-20260409-0059.md,宿舍安全管理要点,生活服务,8a268757-8e0b-46d9-889b-5ef350afa91a,ok,
KB-20260409-0060.md,毕业离校流程总览,就业与毕业,95b30c03-fe34-4bbe-8006-4f5d6d301816,ok,
KB-20260409-0061.md,毕业离校各部门办理指南,就业与毕业,f3871003-b067-49dd-85dc-7f3d237946d3,ok,
KB-20260409-0062.md,学费标准与缴费方式,奖助贷补,4042e953-1e25-4038-af07-804179c8f1a6,ok,
KB-20260409-0063.md,未缴费的影响与处理,教务与课程,8ceca348-ed17-440f-9b7e-b8a8e988a9a1,ok,
KB-20260409-0064.md,心理咨询热线与预约方式,心理与测评,9e2b70d1-e066-4cf9-bf5a-9f253b042b50,ok,
KB-20260409-0065.md,投诉建议渠道（接诉即办）,证件与校园服务,880fac12-37eb-44a2-89e0-03c67cf3dbc5,ok,
KB-20260409-0066.md,休学/复学申请流程,入学与学籍,ad6572b6-e50a-4064-ab39-76f4531eb6e3,ok,
KB-20260409-0067.md,转专业申请流程,入学与学籍,c469f8cf-80c5-4277-8a94-8d2884ef9cc4,ok,
KB-20260409-0068.md,人脸采集与证件照规范,证件与校园服务,3c86f214-99a4-4641-ad27-814683f4e174,ok,
KB-20260409-0069.md,山东第一医科大学简介,学校概况,e7fd4f24-6416-4eaf-90f2-6854cc64c97b,ok,
KB-20260409-0070.md,校区分布与交通,学校概况,50fe4e15-94aa-418e-91f3-573b56f43e83,ok,
KB-20260409-0071.md,本科招生专业一览,招生与深造,8b0cba03-5e64-402d-b15a-af01380a5a6e,ok,
KB-20260409-0072.md,优势学科与特色项目介绍,学校概况,5ce8f9a4-2ee4-47d3-8dcc-dbbfe8234dce,ok,
KB-20260409-0073.md,研究生招生概况与报考指南,招生与深造,d379b994-a53c-4ac9-a314-54ef35ab1e63,ok,
KB-20260409-0074.md,推免（保研）政策要点,招生与深造,84135ad4-f772-4c56-8b54-6091174598a2,ok,
KB-20260409-0075.md,就业信息网使用指南,就业与毕业,37f220de-2687-4bc3-aa87-56859e989ea2,ok,
KB-20260409-0076.md,校园招聘会与就业指导,就业与毕业,501da4c2-caad-44af-903d-e2075c8868d7,ok,
KB-20260409-0077.md,就业协议与报到证办理,就业与毕业,78c555e8-3a15-415f-acd5-56500021be97,ok,
KB-20260409-0078.md,大创项目申报指南,竞赛与第二课堂,fc137032-6faf-4999-8484-c14ebbba2ec1,ok,
KB-20260409-0079.md,学科竞赛参与途径,竞赛与第二课堂,94fcde51-784f-473e-9138-8a3bc0b11486,ok,
KB-20260409-0080.md,继续教育/成人教育报名,招生与深造,14c8aae9-1ac8-45a0-ae1f-40648f358cf6,ok,
KB-20260409-0081.md,学术讲座信息获取渠道,竞赛与第二课堂,f690f30b-433b-40e5-9aba-b581ce94e275,ok,
KB-20260409-0082.md,网上服务大厅功能一览,信息化服务,553a66b9-bd71-4050-ab5a-37a58f93db57,ok,
KB-20260409-0083.md,在线学习平台使用指南,教务与课程,fa36aa20-79b9-4e94-b0fa-7cd93c56d430,ok,
KB-20260409-0084.md,英语四六级与计算机等级考试报名,教务与课程,f17452f9-898c-4d6d-9cd8-a87b9e46efbc,ok,
KB-20260410-0001.md,科研部联系方式与办公信息,证件与校园服务,6a8ae61a-6b80-429f-a929-546d194d3717,ok,
KB-20260410-0002.md,国家自然科学基金项目申报指南,科研与创新,dc4f265d-5472-4a21-a2c6-48a0f35d77a9,ok,
KB-20260410-0003.md,山东省科研项目申报与管理,科研与创新,548b361d-4d07-432b-8884-a0969d3e72c9,ok,
KB-20260410-0004.md,横向科研项目管理办法,科研与创新,ace1454c-1854-43b0-ab6a-342ca4d74670,ok,
KB-20260410-0005.md,学术活动与科研平台建设,科研与创新,51c45e66-6265-45b2-98e3-1a7161adc592,ok,
